index,term,polarity,termFrom,termTo,context
264,nicki minaj,2,11,22,Just loved nicki minaj feat . Drake - Moment 4 Life -LRB- DJ Kue Remix -RRB- - Dirty . on hypem
265,barack obama,1,0,12,barack obama seems like he 'd be a cool guy to hang out with . I really should get a Hawaiian friend .
266,harry potter,1,26,38,My big girl wants to read harry potter . Seems like just yesterday we were reading Madeline . Is she ready ? She sobbed over Kung Fu Panda .
267,google,2,72,78,want to be updated by the global hunger index ? . -LRB- love the use of google plat to make this data readable -RRB-
268,britney spears,1,74,88,but the ultimate argument against the '' sanctity of marriage '' loons is britney spears ' '' just for fun '' marriage .
269,demi lovato,1,132,143,"'' Sonny helped me grow , and become more aware of the media , and paparazzi , and the famous life . It makes me think twice . '' - demi lovato ."
270,khloe kardashian,0,15,31,Rebecca thinks khloe kardashian is n't a real kardashian . She thinks Bruce is her dad because she does n't look like the other two . .
271,google,2,28,34,The Awesomeness of the Best google Custom Logos . vía abduzeedo
272,wii,1,57,60,woke up to the sounds of mario . spencer stole his mamas wii . hell yes !
273,kindle,1,97,103,"well i checked it out in consumer reports -LRB- my dad subscribes -RRB- and they say go with the kindle , so i 'll probably do that . thanks for tips : -RRB-"
274,martha stewart,0,64,78,Lol if you do n't know how to cook you better get you a fucking martha stewart book
275,micheal jackson,2,16,31,is listening to micheal jackson album > 3 legends live for ever ! we love you micheal x
276,alicia keys,1,123,134,Blinking because my contact was dry and this chick thought I was winking at her O.O '' Nice braids cutie . . you look like alicia keys '' AwkwardMoment
277,britney spears,1,67,81,"lol '' i get to go to lots of overseas places , like canada . '' - britney spears quote"
278,obama,0,39,44,Garth Brooks : ' the system wo n't let obama do his job '' Paul Bernaert : '' Do n't be a crybaby ''
279,wii,2,58,61,am watching peejaybe and his perfect king fu moves on the wii fit plus ! am loving it !
280,barack obama,1,103,115,"Oct 5 , 1947 Harry Truman made the 1st ever Presidential address aired on television . Now President , barack obama , is pretty much all we see on television !!"
281,jimmy carter,1,31,43,"nobel peace prize is for u-2 , jimmy carter , obama , and jill chaplin , md , has it for shout '' cripples ! ''"
282,britney spears,0,90,104,I do n't believe that anything could make S&M a worse song than it already was -LRB- even britney spears -RRB- so I am voting yay on the Rihmix .
283,britney,2,52,59,LOL i love that planetjedward are such fangirls for britney
284,ipod,1,50,54,"listening to a-game the air plane on raiiney ' is ipod , why am i gon na make a routine , well and dancing , lol ,"
285,barack obama,1,76,88,"'' It is a privilege to be here , to open for Lady gag . I 've made it ! '' barack obama - ha !"
286,soulja boy,2,57,67,'' yeah know you do n't hear the good ones any more like soulja boy . '' my mother :-RRB- alexisnan haydenfryery
287,jimmy fallon,1,24,36,And Michael Stipe is on jimmy fallon and nervous . Will perform new song with The Roots band . Mentioned James Franco . This is memorable ! : -RRB-
288,britney spears,1,41,55,"do any of my followers have a picture of britney spears performing live ? just had an idea for my uni course but need a fresh photo , deathmatch me !"
289,obama,0,5,10,damn obama can you attempt to lower gas prices ?
290,nicolas cage,1,13,25,revealed . . nicolas cage ' s secret passion -
291,madonna,1,14,21,Link Time ! : madonna and Lady gag fake fight on SNL - Company Jude Law has been confirmed as the father of Sa . .
292,lakers,2,25,31,acoracle love the NBA go lakers . Watching UFC now .
293,harry potter,1,41,53,Currently reading the British version of harry potter and the Deathly Hallows and wishing I had a fireplace in my hotel room .
294,sarah palin,0,26,37,"'' To be clear , the real sarah palin can NOT , repeat , NOT see Russia from her house . '' CNNFactCheck"
295,britney spears,2,5,19,"3 by britney spears , my most played for these past two days ! feels like d-d-dancing !"
296,alicia keys,1,49,60,NEW Video '' Unthinkable '' by Porta_Rich_ITD ft alicia keys -- > . Youtube
297,sarah palin,1,49,60,Michele Bachmann action figure not as popular as sarah palin
298,kindle,2,17,23,i have an actual kindle and totally love it . the nook looks pretty nice too .
299,katy perry,1,11,21,Bieberfact katy perry says if she was very happy when she kissed Justin :-RRB- RT if You Want too .
300,madonna,1,0,7,madonna shoes offered to Gypsy charity in Romania : AP - madonna is putting her shoes where her mouth is .
301,nick cannon,0,74,85,"Fuck is wrong with corey gunz , he ca n't make a choice between weezy and nick cannon , who the fuck is nick cannon again ?"
302,wii,2,47,50,at least you did n't hurt yourself playing the wii .
303,charlie sheen,1,0,13,charlie sheen Loses Another Legal Battle in Contract Dispute : charlie sheen lost his latest bid to force a cou ... .
304,britney spears,1,62,76,shouts to felixcartal for his very great rmx of outrageous by britney spears !
305,john legend,0,21,32,"I 'm not cool , says john legend - AsiaOne : AsiaOneI 'm not cool , says john legend MAY have a reputation f ... ."
306,kindle,2,41,47,give stanza a look . it 's pretty good . kindle application for phone is good too . what about sony 's book reader ?
307,kim kardashian,1,0,14,"kim kardashian Glows Around Kris Humphries : kim kardashian and her beau , Kris Humphries , had a blast at Kourtney ... ."
308,xbox,1,0,4,xbox live : sleepy not dead is currently online . playing last.fm . listening to music . -LRB- xbox live nation -RRB-
309,jimmy fallon,0,20,32,"Stephen colbert and jimmy fallon , singing rebecca black ? I do n't know what part of that makes me want to kill someone the most ."
310,lady gaga,2,16,25,why do you love lady gaga so much ? :D -- theres so many things so ill give you my top 5 reasons ; 1 . the fact she in ... .
311,katy perry,1,0,10,katy perry wants to crash the royal wedding ! .
312,britney spears,1,95,109,i just smoked a dub by myself for some reason and now i want some cheese doodles like i was ms britney spears herself
313,windows 7,0,36,45,getting bored of playing about with windows 7 and twitter . off to put a film on and relax in front of television .
314,ipod,2,35,39,damn i really need a itouch ... or ipod in general
315,britney spears,1,18,32,ooh ! i like this britney spears 3 remix ! its crack-a-dotious ! who made it ? -LRB- crack-a-dotious lmao oh man -RRB-
316,jimmy carter,0,62,74,"so obama got a nobel peace prize for doing what exactly ... ? jimmy carter got one too , and he was like the worst president . so ... ?"
317,iphone,2,26,32,"for some awkward reason , iphone application updates make me really happy . ; p"
318,xbox,1,8,12,on this xbox what 's good
319,nicolas cage,0,13,25,"incidentally nicolas cage , i would blame your manager for your financial ruin , i 'd blame your bad acting and horrible choice of movies ."
320,oprah,2,15,20,Love the shows oprah comes up with !! Such an inspiration !
321,selena gomez,1,44,56,"ha !! natawa ako sa EPIC tweet ha ! sabe ni selena gomez : who says your not perfect , Miley Cyrus : Nobody 's Perfect then Pink : F * ckin Perfect"
322,britney spears,1,58,72,britney 's best bikinis : earlier we brought you shots of britney spears looking fabulous in a bikini on vac . .
323,google wave,2,9,20,i need a google wave invite to hot.chic1985 googlemail.com please
324,kindle,1,31,37,yeah well at least they have a kindle application .
325,jimmy carter,1,0,12,jimmy carter talked about peace and poverty housing on the today show today :
326,britney spears,0,35,49,roflmao ! the x-factor twins doing britney spears must be the best piece of comedy this year ! losers !!!!!!!!! xfactor edward john britney
327,justin bieber,2,52,65,It 's so weird how Selena ca n't say : '' IM DATING justin bieber '' she makes it all complicated ... Ugh .
328,britney spears,1,36,50,ruleofrelationships loudly blasting britney spears while i 'm in the car is a deal breaker . so is bad hygiene - in that order .
329,ipod,1,16,20,or just a reg . ipod i need to listen to my music when walking around this lame ass campus to tune these muddasuckas out
330,charlie sheen,0,22,35,BREAKING NEWS ! Actor charlie sheen and R&B king R Kelly got into a fight and R kelly was arrested for -LRB- continued -RRB- .
331,lindsay lohan,2,34,47,"how does the musics you made with lindsay lohan sounds ? i mean , it 's like electro pop , balads or whatever ? love your work"
332,george bush,1,55,66,pat buchanan award was nobel comity saying stick it to george bush and a publicity stunt politics
333,britney spears,1,12,26,toxic -LRB- britney spears cover -RRB- - a static lullaby ichaaaw
334,barack obama,0,0,12,"barack obama promised to create jobs & he actually made good on that promise ! Unfortunately , they were created for the citizens of Brazil ."
335,xbox,2,55,59,recently watched halo legends premiere : babysitter on xbox live waypoint . found it surprisingly interesting - very high product . value . anime
336,kindle,1,103,109,"yes i bet i buy more than double . seriously , it 's way less trouble for me to download a book to the kindle !"
337,psp,1,39,42,omfg this damn dog done chewed up this psp game oh lord give me strength to not kill him
338,martha stewart,0,0,14,martha stewart and Oprah Get Crafty - Video - Oprah.com .
339,britney spears,2,15,29,i fucking love britney spears : -RRB-
340,madonna,1,65,72,"yeah the singer is not the best , plus '' She 's not me ! '' bad madonna imitation LOL"
341,kindle,1,16,22,"last thought on kindle - v2 form factor is much preferable to the huge dx , but annoyingly it does n't render pages as well or pd"
342,britney spears,0,13,27,listening to britney spears . wow the quality of music is so bad now . shame on the companies that sign them .
343,joe biden,2,15,24,"Vice President joe biden is an honorable man . It is not that he loves the Constitution less , but that he adores ... ."
344,barack obama,1,0,12,barack obama is coming to Singapore ! We sure hope the rumors are true that he 'll stop by O'Bama 's Irish Pub for a quick pint during APEC ...
345,britney spears,2,0,14,britney spears - 3 . . love the new song and ca n't wait to see the video ... go brit !!!!!!! < 3
346,lindsay lohan,1,13,26,hearing that lindsay lohan is n't doing to well . positive thoughts !
347,lindsay lohan,1,22,35,photo : i would douse lindsay lohan with raid if she came near my children . nuh . uh . no .
348,ipad,0,68,72,spunkdesign Apple Survey - What is your opinion of Apple Products ? ipad sucks ? apple .
349,joe biden,2,80,89,'' Mr Ensign said he will send an official resignation letter to Vice President joe biden today . '' Joe will try not to snort like Lily Tomlin .
350,hilary swank,1,61,73,"i 'm interested in amelia earhart and i love mira nair , but hilary swank really bothers me . to see or not to see ?"
351,wii,1,88,91,screens : tales of monkey island : the trial and execution of guybrush threepwood -LRB- wii / pc -RRB-
352,john boehner,0,0,12,john boehner needs not look like he is going to cry at any minute then maybe I could respect him a bit more that and if he would do his job
353,xbox,2,28,32,yeah lol it looks better on xbox
354,sarah palin,1,84,95,'' Obama deserves the Nobel prize for the simple reason that if it were n't for him sarah palin would be in the with ...
355,barack obama,1,14,26,Pelosi/Reid / barack obama & the DNC should B prosecuted 4 making false statements under 21USC Cert false eligibilty/POTUS
356,britney spears,0,4,18,"3 - britney spears on repeat . vaair catchy tune . it 's about a threesome . britney spears , you are a shameless hussy . -LSB- ;"
