index,term,polarity,termFrom,termTo,context
291,feature,2,8,15,"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document."
292,wireless system,0,3,18,My wireless system would not recognize Windows 7 and I couldn't get online to find out why.
293,quality,2,25,32,I am enjoying it and the quality it provides is great!
294,battery life,2,63,75,"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed."
295,OS,2,4,6,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!"
296,OS,2,132,134,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!"
297,iTunes,2,0,6,"iTunes is a handy music-management program, and it is essential for anyone with an iPod."
298,program,2,35,42,"iTunes is a handy music-management program, and it is essential for anyone with an iPod."
299,gaming,0,20,26,Mac is not made for gaming.
300,battery,0,92,99,"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD."
301,Apple support,2,17,30,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me."
302,techs,2,139,144,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me."
303,adding the bluetooth,0,55,75,But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.
304,graphic power,1,7,20,I need graphic power to run my Adobe Creative apps efficiently.
305,Adobe Creative apps,1,31,50,I need graphic power to run my Adobe Creative apps efficiently.
306,use,2,25,28,the programs are esay to use and are quick to process this computer works like a charm.
307,materials,0,4,13,The materials that came with the computer did not include the right # anywhere.
308,Tech support,2,0,12,Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.
309,power supply,0,46,58,Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.
310,POWER SUPPLY,0,13,25,HOW DOES THE POWER SUPPLY NOT WORK!!!
311,size,2,52,56,Sells for the same as a netbook without sacrificing size.
312,warranty,1,88,96,"  upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired."
313,Windows XP SP2,0,0,14,"Windows XP SP2 caused many problems on the computer, so I had to remove it."
314,Windows 7 Ultimate,0,16,34,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load."
315,Bluetooth,0,44,53,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load."
316,Fingerprint reader,0,58,76,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load."
317,techs at HP,0,12,23,None of the techs at HP knew what they were doing.
318,video card,0,48,58,"this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy."
319,graphics,2,13,21,"With awesome graphics and assuring security, it's perfect!"
320,security,2,35,43,"With awesome graphics and assuring security, it's perfect!"
321,audio,0,57,62,"Laptop was in new condition and operational, but for the audio problem when 1st sent for repair."
322,keyboard,0,44,52,I was disappointed when I realized that the keyboard doesn't light up on this model.
323,runs,2,3,7,It runs perfectly.
324,set up,2,28,34,The laptop was very easy to set up.
325,screen,0,16,22,  Sometimes the screen even goes black on this computer.
326,word processing,2,16,31,I recommend for word processing and internet users.
327,internet,2,36,44,I recommend for word processing and internet users.
328,trackpad,2,48,56,Since I've had this computer I've only used the trackpad because it is so nice and smooth.
329,spec,2,64,68,A longer battery life would have been great - but it meets it's spec quite easily.
330,HD,2,44,46,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer."
331,graphics chip,2,63,76,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer."
332,components,2,218,228,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer."
333,DVD burner,2,20,30,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer."
334,USB ports,2,55,64,Its fast and another thing I like is that it has three USB ports.
335,system,1,5,11,That system is fixed.
336,ran,2,30,33,"The computer itself was fast, ran smoothly, and had no problems."
337,price,2,9,14,Like the price and operation.
338,operation,2,19,28,Like the price and operation.
339,brand,0,4,9,The brand is tarnished in my heart.
340,components,0,63,73,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range."
